coverage_cqr_ignore,length_cqr_ignore,coverage_pcp_base,length_pcp_base,pcp_base_frac_inf,pcp_base_precision,pcp_base_clusters,pcp_base_cluster_r2,coverage_em_pcp,length_em_pcp,em_pcp_frac_inf,em_pcp_precision,em_pcp_clusters,em_pcp_cluster_r2,mean_max_tau,cross_entropy,z_feature_mse,seed,K,delta,use_x_in_em,em_converged,em_iter,em_loglik
0.9006666666666666,13.058503571743488,0.9056666666666666,16.201413493047717,0.0,20.0,1.0,0.0,0.8883333333333333,14.017304269319952,0.0,1.0,4.0,,0.7597895386568226,0.5270959851492302,0.699613553191263,1,4,0.5,False,True,34,-7123.791862506013
0.9136666666666666,13.474290915409954,0.908,16.452055704705884,0.0,20.0,1.0,0.0,0.9016666666666666,14.181366466634165,0.0,1.0,4.0,,0.7612035096999743,0.5207299298346015,0.6834781888715419,1,4,0.75,False,True,113,-7173.849397558446
0.8803333333333333,12.748710694103822,0.8846666666666667,14.288222287151827,0.0,20.0,1.0,-2.220446049250313e-16,0.87,13.090363518795375,0.0,1.0,4.0,,0.7180717568668703,1.8710098127802608,0.8335163696043352,1,4,1.0,False,True,21,-7572.268783631958
0.9076666666666666,13.686728423575264,0.8846666666666667,15.964211852668816,0.0,20.0,1.0,0.0,0.8713333333333333,13.686668773112304,0.0,1.0,4.0,,0.7511521435222185,1.2557996543957894,0.7196372744487045,1,4,1.5,False,True,25,-7240.094126408829
0.902,13.685089071340423,0.9046666666666666,16.33710773942622,0.0,20.0,1.0,0.0,0.9003333333333333,14.642656647402527,0.0,1.0,4.0,,0.7655235532252476,0.545491207703019,0.7373737619822752,1,4,2.0,False,True,40,-7228.992443962027
0.8996666666666666,12.48054735331815,0.9103333333333333,16.481232183103007,0.0,20.0,1.0,0.0,0.8783333333333333,12.96619810400491,0.0,1.0,4.0,,0.7559155091264752,4.396967335971654,0.7378451580911598,2,4,0.5,False,True,34,-7725.031571756108
0.8876666666666667,12.914826857005707,0.915,17.087346800899297,0.0,20.0,1.0,0.0,0.889,13.854294493799854,0.0,1.0,4.0,,0.7548663579176685,0.531483548844067,0.708508112890491,2,4,0.75,False,True,39,-7186.08170412811
0.8886666666666667,12.975366708575054,0.895,15.605896613034048,0.0,20.0,1.0,0.0,0.869,13.28323725166773,0.0,1.0,4.0,,0.7567472698863521,6.723592379418195,0.838168666341901,2,4,1.0,False,True,21,-8077.91417728833
0.898,13.467818293111396,0.9126666666666666,17.138762484278686,0.0,20.0,1.0,2.220446049250313e-16,0.892,14.727784071977808,0.0,1.0,4.0,,0.7555639685471406,0.5712369054768026,0.770209531169915,2,4,1.5,False,True,37,-7218.83071784638
0.901,13.470065288638798,0.8793333333333333,14.553971762172987,0.0,20.0,1.0,0.0,0.8813333333333333,13.385028833100044,0.0,1.0,4.0,,0.7625211469252172,0.5349865499582254,0.7175432758913312,2,4,2.0,False,True,21,-7280.265234684388
0.9006666666666666,13.241720040091542,0.9063333333333333,16.556807674156772,0.0,20.0,1.0,0.0,0.878,13.65982335139334,0.0,1.0,4.0,,0.7502706307649406,1.3089083230617329,0.7394308057796621,3,4,0.5,False,True,24,-7290.059549090288
0.894,12.920730365881182,0.9046666666666666,15.669974425337275,0.0,20.0,1.0,0.0,0.8733333333333333,13.33695312555289,0.0,1.0,4.0,,0.7580797341489854,0.5585185597193506,0.7561034977855453,3,4,0.75,False,True,37,-7233.734993522366
0.9096666666666666,13.365402901371429,0.906,16.34305531616672,0.0,20.0,1.0,0.0,0.889,13.867353707767267,0.0,1.0,4.0,,0.7578822536859291,0.5275647366335083,0.7067633829781986,3,4,1.0,False,True,77,-7150.353887021691
0.898,13.629184194013595,0.8916666666666667,15.72313655091504,0.0,20.0,1.0,-2.220446049250313e-16,0.8836666666666667,14.074168876457591,0.0,1.0,4.0,,0.7632553456728531,0.5484151867497655,0.7427685514424024,3,4,1.5,False,True,59,-7316.562309562456
0.909,13.964335895673244,0.9093333333333333,16.468672706854385,0.0,20.0,1.0,0.0,0.897,14.191865045101872,0.0,1.0,4.0,,0.7634149248768964,0.5456779937175728,0.7305339194437995,3,4,2.0,False,True,31,-7326.227221530331
0.9123333333333333,13.337306664299772,0.911,15.968770320131654,0.0,20.0,1.0,0.0,0.8873333333333333,14.800398920895093,0.0,1.0,4.0,,0.7369209868250494,2.121242058655213,0.7796447037572056,4,4,0.5,False,True,18,-7398.418448489168
0.9193333333333333,13.242021971799694,0.9053333333333333,16.164081383901955,0.0,20.0,1.0,0.0,0.8886666666666667,13.508121329611171,0.0,1.0,4.0,,0.7599090220343787,1.1223793100905728,0.7634171691396864,4,4,0.75,False,True,23,-7332.500600392172
0.902,13.218590658462976,0.8963333333333333,15.74129100432081,0.0,20.0,1.0,0.0,0.8776666666666667,14.278580919208228,0.0,1.0,4.0,,0.7627271093820609,0.5380670256501631,0.7201915917081635,4,4,1.0,False,True,42,-7155.031048830691
0.9053333333333333,13.22444321038819,0.9023333333333333,15.390827830753809,0.0,20.0,1.0,0.0,0.8806666666666667,13.740806406815624,0.0,1.0,4.0,,0.7602759735644442,0.5658006964269819,0.7625152057932395,4,4,1.5,False,True,82,-7193.620948301377
0.9016666666666666,13.816353023830214,0.9023333333333333,16.16515172787294,0.0,20.0,1.0,0.0,0.875,14.241176249689012,0.0,1.0,4.0,,0.7609025137721889,0.5334401508718419,0.7100596772819454,4,4,2.0,False,True,43,-7215.9419142701645
0.9046666666666666,13.487971506987087,0.896,15.315437006867258,0.0,20.0,1.0,2.220446049250313e-16,0.882,14.149436727012876,0.0,1.0,4.0,,0.7432901431601853,1.2068021139927374,0.7711353373768624,5,4,0.5,False,True,11,-7349.863292920471
0.877,12.8856244654939,0.893,15.371532415553704,0.0,20.0,1.0,0.0,0.8606666666666667,12.9463316527978,0.0,1.0,4.0,,0.7451082698725644,1.0906615835407252,0.7685777576717883,5,4,0.75,False,True,19,-7304.187412998495
0.881,12.907183712234815,0.8956666666666667,16.177007479266717,0.0,20.0,1.0,0.0,0.879,14.011863524758107,0.0,1.0,4.0,,0.7629214903686962,0.5379909291253391,0.7229354520074315,5,4,1.0,False,True,46,-7162.516984901333
0.9126666666666666,13.685052912688878,0.9023333333333333,16.017565643306025,0.0,20.0,1.0,-2.220446049250313e-16,0.8966666666666666,14.27183588924096,0.0,1.0,4.0,,0.7642549382660093,0.5268242529831463,0.7015556482927765,5,4,1.5,False,True,61,-7273.90545928213
0.9056666666666666,13.554539492336549,0.8986666666666666,15.92617745246421,0.0,20.0,1.0,0.0,0.8883333333333333,14.063031770612703,0.0,1.0,4.0,,0.761122212919344,0.5521693302627366,0.7515601173163018,5,4,2.0,False,True,32,-7240.407237364525
0.8893333333333333,13.216374310671677,0.8913333333333333,15.651356747981994,0.0,20.0,1.0,0.0,0.8896666666666667,13.737810970863425,0.0,1.0,4.0,,0.7548819189371382,1.1715337904319834,0.7553275410460307,6,4,0.5,False,True,19,-7297.12367487892
0.897,13.532002151786086,0.8903333333333333,15.77945168114201,0.0,20.0,1.0,-2.220446049250313e-16,0.8933333333333333,13.904180256650278,0.0,1.0,4.0,,0.7670707894274811,0.5537631698425448,0.7415209397953924,6,4,0.75,False,True,52,-7142.038877070036
0.905,13.336064411725422,0.8966666666666666,15.543516529658222,0.0,20.0,1.0,2.220446049250313e-16,0.8726666666666667,13.511664169427732,0.0,1.0,4.0,,0.7332974107514674,1.123539350276354,0.8047196132315163,6,4,1.0,False,True,19,-7377.811871160404
0.907,13.484041623956921,0.891,15.627284380743372,0.0,20.0,1.0,0.0,0.871,13.51742565263804,0.0,1.0,4.0,,0.7487337293585083,1.1150832787501277,0.7360818405456342,6,4,1.5,False,True,29,-7328.820942699096
0.8856666666666667,13.318234720009634,0.902,16.019638998642538,0.0,20.0,1.0,1.1102230246251565e-16,0.8796666666666667,13.712799395548817,0.0,1.0,4.0,,0.7668264467184134,0.5488809440138829,0.7376309696143721,6,4,2.0,False,True,33,-7272.177812006004
0.897,13.001607696307174,0.8893333333333333,15.29119554376623,0.0,20.0,1.0,1.1102230246251565e-16,0.864,13.568805031668031,0.0,1.0,4.0,,0.747459309896374,2.251644466959461,0.7820715108443043,7,4,0.5,False,True,33,-7463.49342991403
0.907,13.050432224237758,0.905,16.18957088496833,0.0,20.0,1.0,0.0,0.873,12.987197013161271,0.0,1.0,4.0,,0.7556057053189041,1.2175919006716562,0.7534093455286699,7,4,0.75,False,True,35,-7339.023597672918
0.8916666666666667,12.867126495879681,0.9003333333333333,16.149031734472064,0.0,20.0,1.0,0.0,0.883,13.590459874659318,0.0,1.0,4.0,,0.7606634233038982,0.5308790981307406,0.7128128043168648,7,4,1.0,False,True,42,-7210.646776412215
0.8883333333333333,12.895410429095987,0.8983333333333333,15.082352324124141,0.0,20.0,1.0,0.0,0.8843333333333333,13.563378438617184,0.0,1.0,4.0,,0.7591642208990922,0.5252522795745751,0.6836083201387779,7,4,1.5,False,True,51,-7262.413343451283
0.9196666666666666,13.75416142672964,0.9036666666666666,15.75113104126797,0.0,20.0,1.0,0.0,0.8963333333333333,14.326099170965708,0.0,1.0,4.0,,0.7610453203266472,0.5404907126331497,0.7314636751913806,7,4,2.0,False,True,41,-7247.903864134772
0.903,13.436544968347354,0.903,16.056112897173712,0.0,20.0,1.0,2.220446049250313e-16,0.8863333333333333,13.737381966209472,0.0,1.0,4.0,,0.7642835297671795,0.5383663409740967,0.720337642373709,8,4,0.5,False,True,49,-7249.397903807929
0.9066666666666666,12.68213952531718,0.9196666666666666,16.731174942319797,0.0,20.0,1.0,-2.220446049250313e-16,0.891,13.636260250165622,0.0,1.0,4.0,,0.760225980249219,0.5486723529665087,0.7360065736863856,8,4,0.75,False,True,62,-7132.264244326621
0.892,12.905812938225994,0.907,16.08673217803917,0.0,20.0,1.0,0.0,0.88,13.406702883659209,0.0,1.0,4.0,,0.7614685932773264,0.5516012236559705,0.7493018324975402,8,4,1.0,False,True,78,-7124.294411564226
0.9146666666666666,13.738589493067646,0.9056666666666666,15.628530948969798,0.0,20.0,1.0,1.1102230246251565e-16,0.8863333333333333,14.235385472277214,0.0,1.0,4.0,,0.7373747636473376,1.123638793635723,0.7778583237708494,8,4,1.5,False,True,23,-7464.81573610318
0.8873333333333333,12.83649638473521,0.8976666666666666,15.924536820149275,0.0,20.0,1.0,0.0,0.8793333333333333,13.291954966225918,0.0,1.0,4.0,,0.7599093367760263,0.5364340952267377,0.7125424505131511,8,4,2.0,False,True,38,-7252.507482952587
0.8993333333333333,12.596007021491817,0.9013333333333333,14.883823812376109,0.0,20.0,1.0,1.1102230246251565e-16,0.883,12.962258636954905,0.0,1.0,4.0,,0.766013696280207,0.5328985400450724,0.7100519329750508,9,4,0.5,False,True,41,-7212.402551400122
0.895,13.210383899514945,0.8946666666666667,15.872779494510018,0.0,20.0,1.0,0.0,0.881,13.723496773126387,0.0,1.0,4.0,,0.7616426408031408,1.3577550822006739,0.7342707023292754,9,4,0.75,False,True,11,-7302.041864943822
0.9056666666666666,13.33326756761738,0.8983333333333333,15.502068446880191,0.0,20.0,1.0,2.220446049250313e-16,0.8866666666666667,13.924890941250531,0.0,1.0,4.0,,0.7668385155330334,0.5293499324967529,0.7056491581352821,9,4,1.0,False,True,80,-7207.897353323731
0.908,13.603947121561355,0.9123333333333333,16.807254325535833,0.0,20.0,1.0,2.220446049250313e-16,0.8923333333333333,14.367699954596123,0.0,1.0,4.0,,0.7636109677424574,0.5316969716797731,0.7090181274766811,9,4,1.5,False,True,41,-7231.259880203026
0.8956666666666667,13.3576327400671,0.904,16.7328021238381,0.0,20.0,1.0,1.1102230246251565e-16,0.8833333333333333,14.27302375627503,0.0,1.0,4.0,,0.7619863922329458,0.5444153435783431,0.7389749534675142,9,4,2.0,False,True,18,-7187.181579810778
0.9053333333333333,13.27071496273872,0.887,15.040057258429302,0.0,20.0,1.0,1.1102230246251565e-16,0.8663333333333333,12.98109042853601,0.0,1.0,4.0,,0.7563746594126912,1.303049118086584,0.7311586716658056,10,4,0.5,False,True,31,-7274.335734712015
0.8863333333333333,12.706895864570317,0.9016666666666666,15.455555705482558,0.0,20.0,1.0,0.0,0.8836666666666667,13.548859303101189,0.0,1.0,4.0,,0.7584270828787772,0.5489658458221414,0.7396620447446541,10,4,0.75,False,True,54,-7155.5743392806535
0.8993333333333333,13.256581093971887,0.888,15.0464392071705,0.0,20.0,1.0,-2.220446049250313e-16,0.8783333333333333,12.868217266864347,0.0,1.0,4.0,,0.7590788135127529,0.5540539648296021,0.7411798080883075,10,4,1.0,False,True,53,-7212.489984407435
0.9036666666666666,13.42479308556391,0.901,15.741259459465864,0.0,20.0,1.0,0.0,0.8853333333333333,14.005426119197217,0.0,1.0,4.0,,0.7577124862398062,0.5518982934675923,0.7459750053771962,10,4,1.5,False,True,42,-7185.71758394977
0.894,13.14903456503569,0.8993333333333333,15.703416095506167,0.0,20.0,1.0,0.0,0.8883333333333333,13.955592674451923,0.0,1.0,4.0,,0.758546145894508,0.5417787058585734,0.7279921088758811,10,4,2.0,False,True,21,-7226.877898435705
